state,state_abbrev,fips,year,has_antiesg_law,num_antiesg_laws,has_antiesg_proposed,first_law_year,first_bill_year,has_law_restricted_pension,has_law_restricted_contracts,has_law_proxy_voting,has_law_esg_score_ban_govt,has_law_esg_score_ban_private,has_law_civil_liability,law_intensity_score,cum_exec_actions,cum_ag_investigations,cum_ag_letters,cum_divestments,first_exec_action_year,has_muni_bond_law,has_underwriter_block,first_underwriter_block_year,msrb_letter_signatory,governor_alliance_member,has_proesg_law,has_fossil_divestment,has_esg_disclosure_requirement,has_board_diversity_mandate,has_proesg_contracts,first_proesg_year
Alabama,AL,01,2010,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alabama,AL,01,2011,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alabama,AL,01,2012,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alabama,AL,01,2013,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alabama,AL,01,2014,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alabama,AL,01,2015,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alabama,AL,01,2016,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alabama,AL,01,2017,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alabama,AL,01,2018,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alabama,AL,01,2019,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alabama,AL,01,2020,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alabama,AL,01,2021,0,0,0,,,0,0,0,0,0,0,0,3,0,3,0,2021.0,0,0,,0,0,0,0,0,0,0,
Alabama,AL,01,2022,0,0,0,,,0,0,0,0,0,0,0,10,0,9,0,2021.0,0,0,,1,0,0,0,0,0,0,
Alabama,AL,01,2023,1,1,1,2023.0,2023.0,0,1,0,0,0,0,1,23,0,19,0,2021.0,0,0,,1,1,0,0,0,0,0,
Alabama,AL,01,2024,1,1,1,2023.0,2023.0,0,1,0,0,0,0,1,31,1,23,0,2021.0,0,0,,1,1,0,0,0,0,0,
Alabama,AL,01,2025,1,1,1,2023.0,2023.0,0,1,0,0,0,0,1,34,1,26,0,2021.0,0,0,,1,1,0,0,0,0,0,
Alaska,AK,02,2010,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alaska,AK,02,2011,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alaska,AK,02,2012,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alaska,AK,02,2013,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alaska,AK,02,2014,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alaska,AK,02,2015,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alaska,AK,02,2016,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alaska,AK,02,2017,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alaska,AK,02,2018,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alaska,AK,02,2019,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Alaska,AK,02,2020,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,2020.0,0,0,,0,0,0,0,0,0,0,
Alaska,AK,02,2021,0,0,0,,,0,0,0,0,0,0,0,2,0,1,0,2020.0,0,0,,0,0,0,0,0,0,0,
Alaska,AK,02,2022,0,0,1,,2022.0,0,0,0,0,0,0,0,9,0,8,0,2020.0,0,0,,1,0,0,0,0,0,0,
Alaska,AK,02,2023,0,0,1,,2022.0,0,0,0,0,0,0,0,20,0,17,0,2020.0,0,0,,1,1,0,0,0,0,0,
Alaska,AK,02,2024,0,0,1,,2022.0,0,0,0,0,0,0,0,25,0,20,0,2020.0,0,0,,1,1,0,0,0,0,0,
Alaska,AK,02,2025,0,0,1,,2022.0,0,0,0,0,0,0,0,27,0,22,0,2020.0,0,0,,1,1,0,0,0,0,0,
Arizona,AZ,04,2010,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arizona,AZ,04,2011,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arizona,AZ,04,2012,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arizona,AZ,04,2013,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arizona,AZ,04,2014,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arizona,AZ,04,2015,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arizona,AZ,04,2016,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arizona,AZ,04,2017,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arizona,AZ,04,2018,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arizona,AZ,04,2019,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arizona,AZ,04,2020,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arizona,AZ,04,2021,0,0,0,,,0,0,0,0,0,0,0,5,1,4,0,2021.0,0,0,,0,0,0,0,0,0,0,
Arizona,AZ,04,2022,0,0,1,,2022.0,0,0,0,0,0,0,0,20,3,15,1,2021.0,0,0,,1,0,0,0,0,0,0,
Arizona,AZ,04,2023,0,0,1,,2022.0,0,0,0,0,0,0,0,26,3,21,1,2021.0,0,0,,1,0,0,0,0,0,0,
Arizona,AZ,04,2024,0,0,1,,2022.0,0,0,0,0,0,0,0,29,3,23,1,2021.0,0,0,,1,0,0,0,0,0,0,
Arizona,AZ,04,2025,0,0,1,,2022.0,0,0,0,0,0,0,0,31,3,25,1,2021.0,0,0,,1,0,0,0,0,0,0,
Arkansas,AR,05,2010,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arkansas,AR,05,2011,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arkansas,AR,05,2012,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arkansas,AR,05,2013,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arkansas,AR,05,2014,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arkansas,AR,05,2015,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arkansas,AR,05,2016,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arkansas,AR,05,2017,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arkansas,AR,05,2018,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arkansas,AR,05,2019,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arkansas,AR,05,2020,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Arkansas,AR,05,2021,1,1,1,2021.0,2021.0,0,0,0,0,0,0,0,4,0,4,0,2021.0,0,0,,0,0,0,0,0,0,0,
Arkansas,AR,05,2022,1,1,1,2021.0,2021.0,0,0,0,0,0,0,0,18,2,14,1,2021.0,0,0,,1,0,0,0,0,0,0,
Arkansas,AR,05,2023,1,5,1,2021.0,2021.0,1,1,1,0,0,0,3,31,2,25,1,2021.0,0,0,,1,1,0,0,0,0,0,
Arkansas,AR,05,2024,1,5,1,2021.0,2021.0,1,1,1,0,0,0,3,39,3,30,1,2021.0,0,0,,1,1,0,0,0,0,0,
Arkansas,AR,05,2025,1,7,1,2021.0,2021.0,1,1,1,0,0,0,3,39,3,30,1,2021.0,0,0,,1,1,0,0,0,0,0,
California,CA,06,2010,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
California,CA,06,2011,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
California,CA,06,2012,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
California,CA,06,2013,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
California,CA,06,2014,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
California,CA,06,2015,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
California,CA,06,2016,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
California,CA,06,2017,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
California,CA,06,2018,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
California,CA,06,2019,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
California,CA,06,2020,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,0,2020.0
California,CA,06,2021,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,1,2020.0
California,CA,06,2022,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,1,2020.0
California,CA,06,2023,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,1,2020.0
California,CA,06,2024,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,1,2020.0
California,CA,06,2025,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,1,2020.0
Colorado,CO,08,2010,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2011,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2012,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2013,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2014,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2015,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2016,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2017,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2018,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2019,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2020,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2021,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2022,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Colorado,CO,08,2023,0,0,1,,2023.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,0,2023.0
Colorado,CO,08,2024,0,0,1,,2023.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,0,2023.0
Colorado,CO,08,2025,0,0,1,,2023.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,0,2023.0
Connecticut,CT,09,2010,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2011,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2012,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2013,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2014,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2015,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2016,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2017,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2018,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2019,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2020,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2021,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2022,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2023,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2024,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Connecticut,CT,09,2025,0,0,1,,2025.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Delaware,DE,10,2010,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Delaware,DE,10,2011,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Delaware,DE,10,2012,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Delaware,DE,10,2013,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Delaware,DE,10,2014,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Delaware,DE,10,2015,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Delaware,DE,10,2016,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Delaware,DE,10,2017,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Delaware,DE,10,2018,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Delaware,DE,10,2019,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Delaware,DE,10,2020,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,0,2020.0
Delaware,DE,10,2021,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,0,2020.0
Delaware,DE,10,2022,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,0,2020.0
Delaware,DE,10,2023,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,0,2020.0
Delaware,DE,10,2024,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,0,2020.0
Delaware,DE,10,2025,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,0,2020.0
District of Columbia,DC,11,2010,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2011,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2012,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2013,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2014,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2015,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2016,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2017,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2018,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2019,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2020,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2021,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2022,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2023,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2024,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
District of Columbia,DC,11,2025,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2010,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2011,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2012,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2013,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2014,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2015,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2016,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2017,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2018,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2019,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2020,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2021,0,0,0,,,0,0,0,0,0,0,0,2,0,2,0,2021.0,0,0,,0,0,0,0,0,0,0,
Florida,FL,12,2022,0,0,0,,,0,0,0,0,0,0,0,11,1,7,1,2021.0,0,0,,1,0,0,0,0,0,0,
